rank,name,version,status,category,artifact_verified,compilation_completed,evidence_scope,sources_checked,source_files_total,remaining,wheel_filename,wheel_sha256,requires_python,evidence
914,opencensus,0.11.4,incompatible,syntax,True,False,verified_artifact,3,93,90,opencensus-0.11.4-py2.py3-none-any.whl,a18487ce68bc19900336e0ff4655c5a116daf10c1b3685ece8d971bddad6a864,,"Verified wheel source fails compilation at opencensus/common/backports/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opencensus/common/backports/__init__.py"", line 38
    .format(type(meth)))
SyntaxError: expected ')', got '.'
error: Python syntax check failed for '<staging>/wheel/opencensus/common/backports/__init__.py' (no source was executed)"
915,fpdf2,2.8.8,incompatible,syntax,True,False,verified_artifact,3,36,33,fpdf2-2.8.8-py3-none-any.whl,3557a478fc577a929c94aace9666aed4dcc432b5ab6764232e6a59f1ccd75f17,>=3.10,"Verified wheel source fails compilation at fpdf/annotations.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/fpdf/annotations.py"", line 44
    flags: tuple[AnnotationFlag | str, ...] = DEFAULT_ANNOT_FLAGS,
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/fpdf/annotations.py' (no source was executed)"
916,pytest-env,1.7.0,incompatible,syntax,True,False,verified_artifact,2,3,1,pytest_env-1.7.0-py3-none-any.whl,9ee0f1fe859d23fcdb533fe2909a404b3b133d02674a56df275bbe4df4eb104b,>=3.10,"Verified wheel source fails compilation at pytest_env/plugin.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pytest_env/plugin.py"", line 75
    if toml_config := _find_toml_config(early_config):
SyntaxError: expected an expression, got =
error: Python syntax check failed for '<staging>/wheel/pytest_env/plugin.py' (no source was executed)"
917,pydot,4.0.1,incompatible,syntax,True,False,verified_artifact,3,7,4,pydot-4.0.1-py3-none-any.whl,869c0efadd2708c0be1f916eb669f3d664ca684bc57ffb7ecc08e70d5e93fee6,>=3.8,"Verified wheel source fails compilation at pydot/_vendor/tempfile.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pydot/_vendor/tempfile.py"", line 82
    else:
SyntaxError: expected an expression, got else
error: Python syntax check failed for '<staging>/wheel/pydot/_vendor/tempfile.py' (no source was executed)"
918,langchain-anthropic,1.7.1,incompatible,syntax,True,False,verified_artifact,2,16,14,langchain_anthropic-1.7.1-py3-none-any.whl,c461166def7b7d9d05de518d80afd041a6fcd0d49b07d3216d2a6b9a5069cb37,"<4.0.0,>=3.10.0","Verified wheel source fails compilation at langchain_anthropic/_client_utils.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/langchain_anthropic/_client_utils.py"", line 48
    *,
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/langchain_anthropic/_client_utils.py' (no source was executed)"
919,google-cloud-dataproc,5.30.0,incompatible,syntax,True,False,verified_artifact,3,95,92,google_cloud_dataproc-5.30.0-py3-none-any.whl,9b51d37b91ae2c300effd4cf645d57c9484fa601d47a34a30d01fd822b63fd1a,>=3.10,"Verified wheel source fails compilation at google/cloud/dataproc_v1/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/cloud/dataproc_v1/__init__.py"", line 243
    + f""({_py_version_str}).  Google will not post any further ""
SyntaxError: expected ')', got '+'
error: Python syntax check failed for '<staging>/wheel/google/cloud/dataproc_v1/__init__.py' (no source was executed)"
920,pybase64,1.5.0,incompatible,native_only,False,False,metadata,0,,,pybase64-1.5.0-cp310-cp310-macosx_10_9_x86_64.whl,30b0bc5add7b5ffbf9e8f84ad8cbbeeac420da70666d32bedecdbf2051e15592,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
921,spacy-legacy,3.0.12,incompatible,syntax,True,False,verified_artifact,3,24,21,spacy_legacy-3.0.12-py2.py3-none-any.whl,476e3bd0d05f8c339ed60f40986c07387c0a71479245d6d0f4298dbd52cda55f,>=3.6,"Verified wheel source fails compilation at spacy_legacy/architectures/entity_linker.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/spacy_legacy/architectures/entity_linker.py"", line 27
    >> list2ragged()
SyntaxError: expected ')', got '>>'
error: Python syntax check failed for '<staging>/wheel/spacy_legacy/architectures/entity_linker.py' (no source was executed)"
922,deltalake,1.6.3,incompatible,native_only,False,False,metadata,0,,,deltalake-1.6.3-cp310-abi3-macosx_10_12_x86_64.whl,c25928df2a30a19dec3f86ffd931fd59b7f175b5781ba998b34001eb4d49e1f7,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
923,confection,1.3.3,incompatible,syntax,True,False,verified_artifact,2,9,7,confection-1.3.3-py3-none-any.whl,b9fef9ee84b237ef4611ec3eb5797b70e13063e6310ad9f15536373f5e313c82,>=3.10,"Verified wheel source fails compilation at confection/_config.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/confection/_config.py"", line 29
    *,
SyntaxError: *args should be placed before **kwargs
error: Python syntax check failed for '<staging>/wheel/confection/_config.py' (no source was executed)"
924,spacy-loggers,1.0.5,incompatible,syntax,True,False,verified_artifact,2,15,13,spacy_loggers-1.0.5-py3-none-any.whl,196284c9c446cc0cdb944005384270d775fdeaf4f494d8e269466cfa497ef645,>=3.6,"Verified wheel source fails compilation at spacy_loggers/chain.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/spacy_loggers/chain.py"", line 23
    def setup_logger(nlp: Language, stdout: IO = sys.stdout, stderr: IO = sys.stderr):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/spacy_loggers/chain.py' (no source was executed)"
925,tree-sitter-c,0.24.2,incompatible,native_only,False,False,metadata,0,,,tree_sitter_c-0.24.2-cp310-abi3-macosx_10_9_x86_64.whl,4d4579a8b54f0a442f903d88d3304cab77cd5c2031d4015baa4f2f8e15d6dcb7,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
926,sqlmodel,0.0.42,incompatible,syntax,True,False,verified_artifact,2,16,14,sqlmodel-0.0.42-py3-none-any.whl,a732dab1a40e5cbd6ac250cf2b12e8d9b1bf1a47edf27c34d612f359e8875c63,>=3.10,"Verified wheel source fails compilation at sqlmodel/_compat.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/sqlmodel/_compat.py"", line 32
    PYDANTIC_MINOR_VERSION = tuple(int(i) for i in P_VERSION.split(""."")[:2])
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/sqlmodel/_compat.py' (no source was executed)"
927,partd,1.4.2,incompatible,syntax,True,False,verified_artifact,3,14,11,partd-1.4.2-py3-none-any.whl,978e4ac767ec4ba5b86c6eaa52e5a2a3bc748a2ca839e8cc798f1cc6ce6efb0f,>=3.9,"Verified wheel source fails compilation at partd/buffer.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/partd/buffer.py"", line 47
    finally:
SyntaxError: finally clause is not supported yet
error: Python syntax check failed for '<staging>/wheel/partd/buffer.py' (no source was executed)"
928,uv-dynamic-versioning,0.14.1,incompatible,syntax,True,False,verified_artifact,5,9,4,uv_dynamic_versioning-0.14.1-py3-none-any.whl,f9db710cc2ce9dccf06fab958ad10c45cae43cff70e3eccaa89365b040e98306,"<4.0,>=3.10","Verified wheel source fails compilation at uv_dynamic_versioning/main.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/uv_dynamic_versioning/main.py"", line 33
    def check_version_style(version: str, style: Style = Style.Pep440) -> None:
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/uv_dynamic_versioning/main.py' (no source was executed)"
929,jsonpath-python,1.1.6,incompatible,syntax,True,False,verified_artifact,2,2,0,jsonpath_python-1.1.6-py3-none-any.whl,a1c50afd8d3fbbaf47a4873bc890dcb3c15da96f5c020327977d844d8731a2d4,>=3.8,"Verified wheel source fails compilation at jsonpath/jsonpath.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/jsonpath/jsonpath.py"", line 111
    REP_PATH_SEGMENT = re.compile(r""(?:\.|^)(?P<dot>\w+)|\[['\""](?P<quote>.*?)['\""]\]|\[(?P<int>\d+)\]"")
SyntaxError: @id contains invalid char
error: Python syntax check failed for '<staging>/wheel/jsonpath/jsonpath.py' (no source was executed)"
930,datadog-api-client,2.60.0,incompatible,syntax,True,False,verified_artifact,2,9140,9138,datadog_api_client-2.60.0-py3-none-any.whl,f3e56ada2e08499eac4ccbbbc9aaf312d50e338ff869717d4306ce79c8ceb3df,>=3.10,"Verified wheel source fails compilation at datadog_api_client/api_client.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/datadog_api_client/api_client.py"", line 66
    and self.configuration.delegated_auth_org_uuid is not None
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/datadog_api_client/api_client.py' (no source was executed)"
931,locket,1.0.0,incompatible,syntax,True,False,verified_artifact,1,1,0,locket-1.0.0-py2.py3-none-any.whl,b6c819a722f7b6bd955b80781788e4a66a55628b858d347536b7e81325a3a5e3,">=2.7, !=3.0.*, !=3.1.*, !=3.2.*, !=3.3.*","Verified wheel source fails compilation at locket/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/locket/__init__.py"", line 23
    else:
SyntaxError: expected an expression, got else
error: Python syntax check failed for '<staging>/wheel/locket/__init__.py' (no source was executed)"
932,opencv-contrib-python,5.0.0.93,incompatible,native_only,False,False,metadata,0,,,opencv_contrib_python-5.0.0.93-cp37-abi3-macosx_13_0_arm64.whl,3ebb8e0506573f36f54038116321a086c97aeda8ef154198931f3ea18b435cc7,>=3.6,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
933,factory-boy,3.3.3,incompatible,syntax,True,False,verified_artifact,2,15,13,factory_boy-3.3.3-py2.py3-none-any.whl,1c39e3289f7e667c4285433f305f8d506efc2fe9c73aaea4151ebd5cdea394fc,>=3.8,"Verified wheel source fails compilation at factory/alchemy.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/factory/alchemy.py"", line 21
    ""%s.sqlalchemy_session_persistence must be one of %s, got %r"" %
SyntaxError: expected an expression, got @eol
error: Python syntax check failed for '<staging>/wheel/factory/alchemy.py' (no source was executed)"
934,jira,3.10.5,incompatible,syntax,True,False,verified_artifact,2,8,6,jira-3.10.5-py3-none-any.whl,d4da1385c924ee693d6cc9838e56a34e31d74f0d6899934ef35bbd0d2d33997f,>=3.10,"Verified wheel source fails compilation at jira/client.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/jira/client.py"", line 133
    instance = next(arg for arg in args)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/jira/client.py' (no source was executed)"
935,opentelemetry-instrumentation-redis,0.65b0,incompatible,syntax,True,False,verified_artifact,1,5,4,opentelemetry_instrumentation_redis-0.65b0-py3-none-any.whl,7d135f61db9d72416e1f382012fbc13de6f5e726491bebd0344a9c42a60e6769,>=3.10,"Verified wheel source fails compilation at opentelemetry/instrumentation/redis/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/instrumentation/redis/__init__.py"", line 373
    async def _async_traced_execute_command(
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/opentelemetry/instrumentation/redis/__init__.py' (no source was executed)"
936,opt-einsum,3.4.0,incompatible,syntax,True,False,verified_artifact,7,28,21,opt_einsum-3.4.0-py3-none-any.whl,69bb92469f86a1565195ece4ac0323943e83477171b91d24c35afe028a90d7cd,>=3.8,"Verified wheel source fails compilation at opt_einsum/backends/object_arrays.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opt_einsum/backends/object_arrays.py"", line 41
    out_size = tuple(sizes[k] for k in output)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/opt_einsum/backends/object_arrays.py' (no source was executed)"
937,cron-descriptor,2.1.0,incompatible,syntax,True,False,verified_artifact,4,13,9,cron_descriptor-2.1.0-py3-none-any.whl,e280efae0e375e2cbc62846f833888f12c7921d2d11ab0dca598f94c51af8639,>=3.9,"Verified wheel source fails compilation at cron_descriptor/ExpressionDescriptor.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/cron_descriptor/ExpressionDescriptor.py"", line 40
    class OptionsKwargs(TypedDict, total=False):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/cron_descriptor/ExpressionDescriptor.py' (no source was executed)"
938,dacite,1.9.2,incompatible,syntax,True,False,verified_artifact,4,10,6,dacite-1.9.2-py3-none-any.whl,053f7c3f5128ca2e9aceb66892b1a3c8936d02c686e707bee96e19deef4bc4a0,>=3.7,"Verified wheel source fails compilation at dacite/core.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/dacite/core.py"", line 55
    raise ForwardReferenceError(str(error)) from None
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/dacite/core.py' (no source was executed)"
939,pytest-django,4.14.0,incompatible,syntax,True,False,verified_artifact,3,9,6,pytest_django-4.14.0-py3-none-any.whl,c533b08d89cc675efcd5398eea270b34547e35f9a3608e2c9748dd88428ea187,>=3.10,"Verified wheel source fails compilation at pytest_django/asserts.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pytest_django/asserts.py"", line 15
    class MessagesTestCase(MessagesTestMixin, TestCase):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/pytest_django/asserts.py' (no source was executed)"
940,awscrt,0.36.2,incompatible,native_only,False,False,metadata,0,,,awscrt-0.36.2-cp310-cp310-macosx_10_15_universal2.whl,469dd6ad7eca69f9eb64683489ea4994e12ac4bfda7af6300244b22dd62f1426,>=3.8,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
941,google-cloud-alloydb,0.11.1,incompatible,syntax,True,False,verified_artifact,3,88,85,google_cloud_alloydb-0.11.1-py3-none-any.whl,66da0cfd3103f6f2fa92916d2bf5f4bbf7743879158ff745026a17e7726ee3b9,>=3.10,"Verified wheel source fails compilation at google/cloud/alloydb_v1/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/cloud/alloydb_v1/__init__.py"", line 151
    + f""({_py_version_str}).  Google will not post any further ""
SyntaxError: expected ')', got '+'
error: Python syntax check failed for '<staging>/wheel/google/cloud/alloydb_v1/__init__.py' (no source was executed)"
942,blake3,1.0.9,incompatible,native_only,False,False,metadata,0,,,blake3-1.0.9-cp310-cp310-macosx_10_12_x86_64.whl,38e61d3b0386af16b3c03a18e0db82b626d63796274637a1fef855fd1c778d82,>=3.8,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
943,emoji,2.15.0,incompatible,syntax,True,False,verified_artifact,2,5,3,emoji-2.15.0-py3-none-any.whl,205296793d66a89d88af4688fa57fd6496732eb48917a87175a023c8138995eb,>=3.8,"Verified wheel source fails compilation at emoji/core.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/emoji/core.py"", line 43
    _EMOJI_NAME_PATTERN = '\\w\\-&.’”“()!#*+,/«»\u0300\u0301\u0302\u0303\u0306\u0308\u030a\u0327\u064b\u064e\u064f\u0650\u0653\u0654\u3099\u30fb\u309a\u0655'
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/emoji/core.py' (no source was executed)"
944,jpype1,1.7.1,incompatible,native_only,False,False,metadata,0,,,jpype1-1.7.1-1-cp310-cp310-macosx_11_0_universal2.whl,6590cbdb6208e4522fd99ae5f5f4bed5de707122385bc48446a1e7d7b56357ef,>=3.8,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
945,watchtower,3.4.0,incompatible,syntax,True,False,verified_artifact,1,1,0,watchtower-3.4.0-py3-none-any.whl,5eac65cbf2a7350bb43c3518485230a6135ed7dec7ccb88468828d68ab9fea26,>=3.8,"Verified wheel source fails compilation at watchtower/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/watchtower/__init__.py"", line 209
    log_group_name: str = __name__,
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/watchtower/__init__.py' (no source was executed)"
946,hydra-core,1.3.6,incompatible,syntax,True,False,verified_artifact,3,79,76,hydra_core-1.3.6-py3-none-any.whl,55951f49c7e19c29f4281cce2eeaa6e73ef6c5620093a4efb402a7e4b839fc38,,"Verified wheel source fails compilation at hydra/_internal/callbacks.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/hydra/_internal/callbacks.py"", line 47
    self, config: DictConfig, *, task_function: TaskFunction, **kwargs: Any
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/hydra/_internal/callbacks.py' (no source was executed)"
947,azure-servicebus,7.14.3,incompatible,syntax,True,False,verified_artifact,2,111,109,azure_servicebus-7.14.3-py3-none-any.whl,386f8d32dae8881661ec8d791c38978eca2bbf7ea9f489d6cff8ad9cc6990234,>=3.9,"Verified wheel source fails compilation at azure/servicebus/_base_handler.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/azure/servicebus/_base_handler.py"", line 65
    if any(len(tup) != 2 for tup in conn_properties):
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/azure/servicebus/_base_handler.py' (no source was executed)"
948,azure-batch,15.1.0,incompatible,syntax,True,False,verified_artifact,2,29,27,azure_batch-15.1.0-py3-none-any.whl,6001232ba67a4051f4f1b35d434232757b78baa14e4964ec3bfb91afa1d10ed4,>=3.9,"Verified wheel source fails compilation at azure/batch/_client.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/azure/batch/_client.py"", line 68
    def send_request(self, request: HttpRequest, *, stream: bool = False, **kwargs: Any) -> HttpResponse:
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/azure/batch/_client.py' (no source was executed)"
949,pyathena,3.36.0,incompatible,syntax,True,False,verified_artifact,1,84,83,pyathena-3.36.0-py3-none-any.whl,40116969ca3cd020eb34829babfd8ae79206c608b80884aa9320561201d255f2,>=3.10,"Verified wheel source fails compilation at pyathena/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pyathena/__init__.py"", line 74
    *args, cursor_class: type[ConnectionCursor], **kwargs
SyntaxError: expected '=', got ','
error: Python syntax check failed for '<staging>/wheel/pyathena/__init__.py' (no source was executed)"
950,slowapi,0.1.10,incompatible,syntax,True,False,verified_artifact,2,6,4,slowapi-0.1.10-py3-none-any.whl,3acb61561dc9d687e3d3669362ff6a439de9ba44e2fed3a9c165da26b4b83e28,">=3.7,<4.0","Verified wheel source fails compilation at slowapi/errors.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/slowapi/errors.py"", line 22
    if not callable(limit.error_message)
SyntaxError: expected ')', got 'if'
error: Python syntax check failed for '<staging>/wheel/slowapi/errors.py' (no source was executed)"
951,tree-sitter-java,0.23.5,incompatible,native_only,False,False,metadata,0,,,tree_sitter_java-0.23.5-cp39-abi3-macosx_10_9_x86_64.whl,355ce0308672d6f7013ec913dee4a0613666f4cda9044a7824240d17f38209df,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
952,nvidia-cublas-cu12,12.9.2.10,incompatible,native_only,False,False,metadata,0,,,nvidia_cublas_cu12-12.9.2.10-py3-none-manylinux_2_27_aarch64.whl,5572131a59c3eebeeb1c4c8144f772d49372c20124916e072a0e3fc30df421d5,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
953,azure-cosmos,4.16.4,incompatible,syntax,True,False,verified_artifact,2,128,126,azure_cosmos-4.16.4-py3-none-any.whl,89bf558203335efc39551dccef6782aa2f286d94cc87dd9bd98efc37d8c69303,>=3.9,"Verified wheel source fails compilation at azure/cosmos/_auth_policy.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/azure/cosmos/_auth_policy.py"", line 59
    not self._override_scope and
SyntaxError: expected an expression, got @eol
error: Python syntax check failed for '<staging>/wheel/azure/cosmos/_auth_policy.py' (no source was executed)"
954,gql,4.0.0,incompatible,syntax,True,False,verified_artifact,3,40,37,gql-4.0.0-py3-none-any.whl,f3beed7c531218eb24d97cb7df031b4a84fdb462f4a2beb86e2633d395937479,>=3.8.1,"Verified wheel source fails compilation at gql/cli.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/gql/cli.py"", line 28
    gql-cli https://countries.trevorblades.com
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/gql/cli.py' (no source was executed)"
955,immutabledict,4.3.1,incompatible,syntax,True,False,verified_artifact,1,1,0,immutabledict-4.3.1-py3-none-any.whl,c9facdc0ff30fdb8e35bd16532026cac472a549e182c94fa201b51b25e4bf7bf,">=3.8,<4.0","Verified wheel source fails compilation at immutabledict/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/immutabledict/__init__.py"", line 54
    def __new__(cls, map: Mapping[_K, _V], /) -> immutabledict[_K, _V]: ...  # type: ignore[overload-overlap]
SyntaxError: expected '@id', got '/'
error: Python syntax check failed for '<staging>/wheel/immutabledict/__init__.py' (no source was executed)"
956,ua-parser,1.0.2,incompatible,syntax,True,False,verified_artifact,1,12,11,ua_parser-1.0.2-py3-none-any.whl,0f8e6d0484af2a9ff804bba5a4fe696e87c028eaba98ad9a7dfae873fef7788a,>=3.10,"Verified wheel source fails compilation at ua_parser/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/ua_parser/__init__.py"", line 85
    def from_matchers(cls, m: Matchers, /) -> Parser:
SyntaxError: expected '@id', got '/'
error: Python syntax check failed for '<staging>/wheel/ua_parser/__init__.py' (no source was executed)"
957,natsort,8.4.0,incompatible,syntax,True,False,verified_artifact,2,11,9,natsort-8.4.0-py3-none-any.whl,4732914fb471f56b5cce04d7bae6f164a592c7712e1c85f9ef585e197299521c,>=3.7,"Verified wheel source fails compilation at natsort/__main__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/natsort/__main__.py"", line 270
    for num in regex.findall(entry)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/natsort/__main__.py' (no source was executed)"
958,bitarray,3.11.0,incompatible,native_only,False,False,metadata,0,,,bitarray-3.11.0-cp310-cp310-macosx_10_9_x86_64.whl,7ad6b6cd9558529a9e51ef981cef5b3439acd0a913d25562dc56220078bd4968,>=3.7,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
959,backports-asyncio-runner,1.2.0,incompatible,python_requirement,False,False,metadata,0,,,backports_asyncio_runner-1.2.0-py3-none-any.whl,0da0a936a8aeb554eccb426dc55af3ba63bcdc69fa1a600b5bb305413a4477b5,"<3.11,>=3.8","The selected release declares Requires-Python <3.11,>=3.8; Kipferl advertises 3.11.0. Older releases were not evaluated."
960,pytesseract,0.3.13,incompatible,syntax,True,False,verified_artifact,2,2,0,pytesseract-0.3.13-py3-none-any.whl,7a99c6c2ac598360693d83a416e36e0b33a67638bb9d77fdcac094a3589d4b34,>=3.8,"Verified wheel source fails compilation at pytesseract/pytesseract.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pytesseract/pytesseract.py"", line 109
    f' See README file for more information.',
SyntaxError: expected ')', got '@fstr-begin'
error: Python syntax check failed for '<staging>/wheel/pytesseract/pytesseract.py' (no source was executed)"
961,time-machine,3.5.0,incompatible,native_only,False,False,metadata,0,,,time_machine-3.5.0-cp310-cp310-macosx_10_9_x86_64.whl,5c3c71c24734c8a9083c9f5d47844198dbed1ead9a2db9704044c90002fbfacc,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
962,pypdf2,3.0.1,incompatible,syntax,True,False,verified_artifact,2,32,30,pypdf2-3.0.1-py3-none-any.whl,d16e4205cfee272fbdc0568b68d82be796540b1537508cef59388f839c191928,>=3.6,"Verified wheel source fails compilation at PyPDF2/_cmap.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/PyPDF2/_cmap.py"", line 218
    .replace(b""beginbfchar"", b""\nbeginbfchar\n"")
SyntaxError: expected ')', got '.'
error: Python syntax check failed for '<staging>/wheel/PyPDF2/_cmap.py' (no source was executed)"
963,snowplow-tracker,1.1.0,incompatible,syntax,True,False,verified_artifact,2,22,20,snowplow_tracker-1.1.0-py3-none-any.whl,24ea32ddac9cca547421bf9ab162f5f33c00711c6ef118ad5f78093cee962224,,"Verified wheel source fails compilation at snowplow_tracker/_version.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/snowplow_tracker/_version.py"", line 19
    __version__ = ""."".join(str(x) for x in __version_info__)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/snowplow_tracker/_version.py' (no source was executed)"
964,nvidia-cudnn-cu12,9.25.1.1,incompatible,native_only,False,False,metadata,0,,,nvidia_cudnn_cu12-9.25.1.1-py3-none-manylinux_2_27_aarch64.whl,c71f4af9025e05e478cfb07f9c2a4c118346dac236e915f3e63769fbcb031cb3,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
965,nvidia-cuda-nvrtc-cu12,12.9.86,incompatible,native_only,False,False,metadata,0,,,nvidia_cuda_nvrtc_cu12-12.9.86-py3-none-manylinux2010_x86_64.manylinux_2_12_x86_64.whl,210cf05005a447e29214e9ce50851e83fc5f4358df8b453155d5e1918094dcb4,>=3,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
